t1,t2,t3,station_id,one_way_doppler,format_id,transmitting_station_id
12800,20633,12800.000020633,106,-776273919.9999344,1,49
12800,20634,12800.000020634,112,-648609791.9999344,1,53
12800,20638,12800.000020638,69,378339328.0000655,1,39
12800,20638,12800.000020638,3,-120127487.99993448,1,123
12800,20641,12800.000020641,38,343474176.0000655,1,3
12800,20642,12800.000020642,121,1490485248.0000656,1,5
12800,20644,12800.000020644,80,-1566244863.9999344,1,123
12800,20645,12800.000020645,47,763953152.0000656,1,31
12800,20645,12800.000020645,73,903544832.0000656,1,91
12800,20646,12800.000020646,60,1189281792.0000656,1,105
12800,20647,12800.000020647,18,-1319567359.9999344,1,95
12800,20648,12800.000020648,24,943521792.0000656,1,33
12800,20648,12800.000020648,14,-383582207.9999345,1,51
12800,20649,12800.000020649,48,-811663359.9999344,1,47
12800,20650,12800.00002065,85,1557987328.0000656,1,113
12800,20652,12800.000020652,105,-590151679.9999344,1,63
12800,20653,12800.000020653,23,825163776.0000656,1,85
12800,20653,12800.000020653,91,-1892876287.9999344,1,101
12800,20655,12800.000020655,75,-580714495.9999344,1,85
12800,20657,12800.000020657,125,1277362176.0000656,1,13
12800,20670,12800.00002067,59,1982267392.0000656,1,33
4294750527,4028967295,4294750531.0289674,7,1255515690.0005898,1,5
4294864415,3877967301,4294864418.8779674,7,1255515690.0005898,1,13
4294589264,3831467303,4294589267.831467,7,1255515722.0005898,1,13
12800,20673,12800.000020673,101,1446576128.0000656,1,25
4294373978,3834967289,4294373981.834967,7,1255515722.0005898,1,4
4293965668,4202467297,4293965672.2024674,6,1255515722.0005898,1,118
4294694364,3354467298,4294694367.3544674,6,1255515690.0005898,1,118
4294809403,3451967302,4294809406.4519672,7,1255515690.0005898,1,4
4294382441,4169967297,4294382445.169967,7,1255515722.0005898,1,4
12800,20675,12800.000020675,0,-95223807.99993448,1,77
12800,20680,12800.00002068,122,1811480576.0000656,1,101
12800,20680,12800.00002068,18,-1663631359.9999344,1,15
12800,20681,12800.000020681,14,652017664.0000656,1,115
12800,20685,12800.000020685,16,955842560.0000656,1,101
12800,20686,12800.000020686,45,2104164352.0000656,1,85
12800,20689,12800.000020689,101,620822528.0000656,1,85
4293928576,3615467314,4293928579.6154675,6,1132930634.0005898,1,116
4294744082,3423467311,4294744085.423467,7,1132930602.0005898,1,4
4294153734,4284467298,4294153738.284467,7,1132930634.0005898,1,4
4294175910,4268967299,4294175914.268967,7,1132930634.0005898,1,5
4294339817,3316467319,4294339820.3164673,7,1132930634.0005898,1,3
4294323040,3363467298,4294323043.363467,7,1132930634.0005898,1,2
4294824467,4183467303,4294824471.1834674,7,1132930602.0005898,1,13
12800,20691,12800.000020691,0,-1520631807.9999344,1,99
4294777159,3315467297,4294777162.3154674,6,1132930602.0005898,1,127
12800,20692,12800.000020692,114,1530855424.0000656,1,35
12800,20693,12800.000020693,113,990445568.0000656,1,85
12800,20695,12800.000020695,64,-1960378367.9999344,1,23
12800,20696,12800.000020696,9,-1581318143.9999344,1,19
12800,20701,12800.000020701,63,346750976.0000655,1,107
12800,20701,12800.000020701,99,348979200.0000655,1,57
12800,20701,12800.000020701,64,-1684209663.9999344,1,7
12800,20702,12800.000020702,41,1402404864.0000656,1,37
12800,20702,12800.000020702,100,-571015167.9999344,1,103
12800,20703,12800.000020703,97,966721536.0000656,1,25
12800,20703,12800.000020703,93,-1104216063.9999344,1,45
12800,20703,12800.000020703,42,-357761023.9999345,1,75
12800,20704,12800.000020704,57,1187840000.0000656,1,27
12800,20704,12800.000020704,113,-815464447.9999344,1,37
12800,20704,12800.000020704,78,-7929855.999934467,1,25
12800,20705,12800.000020705,38,-1333198847.9999344,1,85
12800,20707,12800.000020707,68,-1403060223.9999344,1,99
12800,20708,12800.000020708,101,-373227519.9999345,1,39
